Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore
female,group C,some college,standard,none,66,72,78
male,group B,some college,standard,none,88,73,73
female,group B,high school,free/reduced,completed,39,63,55
male,group B,some college,standard,none,55,46,43
female,group D,associate's degree,standard,completed,85,89,95
female,group D,some college,standard,completed,67,81,80
female,group D,bachelor's degree,standard,none,83,90,89
female,group A,associate's degree,standard,none,76,82,80
male,group C,some high school,standard,none,55,41,43
male,group B,bachelor's degree,free/reduced,none,60,56,53
male,group D,associate's degree,standard,none,77,67,63
female,group D,associate's degree,standard,none,62,67,68
male,group C,bachelor's degree,free/reduced,none,38,43,38
male,group D,some high school,free/reduced,completed,58,54,54
male,group C,bachelor's degree,standard,none,53,44,46
female,group C,high school,standard,completed,66,81,79
male,group E,high school,standard,none,67,57,52
female,group C,some college,standard,completed,71,88,84
male,group E,some college,free/reduced,completed,89,96,85
male,group D,some high school,standard,none,68,64,67
male,group C,some college,standard,none,61,68,61
male,group D,associate's degree,standard,completed,76,78,85
male,group C,some college,standard,completed,79,76,80
male,group D,some college,standard,none,53,50,49
male,group B,high school,standard,completed,78,73,70
male,group E,associate's degree,free/reduced,completed,100,95,90
female,group D,associate's degree,free/reduced,none,58,66,69
female,group C,associate's degree,free/reduced,none,51,50,57
male,group C,some college,free/reduced,none,84,84,73
female,group B,bachelor's degree,free/reduced,completed,45,44,54
female,group B,high school,standard,none,82,95,88
male,group C,some college,free/reduced,none,63,50,49
female,group A,high school,free/reduced,completed,38,49,52
male,group D,bachelor's degree,standard,none,96,100,93
male,group D,associate's degree,standard,completed,62,65,66
male,group E,some high school,standard,completed,86,83,76
female,group C,associate's degree,standard,none,77,90,88
male,group D,high school,free/reduced,none,47,45,41
male,group C,associate's degree,standard,none,83,81,86
female,group B,associate's degree,standard,none,90,99,99
female,group B,some high school,standard,none,51,63,60
female,group C,some high school,standard,none,77,87,79
female,group C,some college,free/reduced,completed,58,66,67
female,group A,some high school,standard,none,60,71,70
female,group D,bachelor's degree,standard,none,65,74,67
female,group B,bachelor's degree,free/reduced,completed,64,80,83
male,group B,master's degree,standard,none,66,60,61
female,group A,high school,free/reduced,none,31,47,44
female,group C,some college,standard,none,58,82,82
male,group D,bachelor's degree,standard,completed,74,74,80
male,group C,high school,standard,none,80,77,71
female,group B,some college,standard,none,83,100,91
female,group C,some college,standard,none,29,32,33
female,group B,some high school,standard,none,66,80,80
female,group E,some high school,standard,completed,77,73,79
female,group D,bachelor's degree,standard,none,49,64,62
male,group C,some college,free/reduced,none,65,70,65
female,group C,some college,free/reduced,none,54,63,64
male,group E,associate's degree,standard,none,100,96,92
female,group E,some high school,standard,completed,79,77,86
male,group B,high school,free/reduced,completed,65,61,64
male,group C,some college,free/reduced,completed,49,47,43
male,group C,some college,standard,none,55,56,46
male,group B,associate's degree,standard,none,73,65,62
female,group C,master's degree,free/reduced,none,58,62,61
male,group C,some college,standard,completed,53,59,61
male,group B,some college,standard,none,86,80,73
female,group D,associate's degree,free/reduced,completed,44,71,71
female,group B,some college,standard,completed,73,78,80
male,group C,some high school,standard,completed,76,76,72
male,group C,some high school,free/reduced,none,44,37,35
female,group D,some college,free/reduced,none,55,69,70
male,group D,some college,free/reduced,none,58,62,61
male,group C,associate's degree,free/reduced,none,65,70,60
male,group B,bachelor's degree,free/reduced,none,65,58,52
female,group B,bachelor's degree,standard,none,83,88,86
male,group D,some college,free/reduced,none,79,74,73
female,group E,associate's degree,standard,completed,72,83,83
male,group E,high school,standard,completed,72,71,65
male,group D,some college,standard,none,49,50,43
female,group B,master's degree,standard,completed,56,66,71
male,group B,some college,standard,completed,88,92,93
male,group C,high school,free/reduced,none,79,76,68
male,group B,some college,standard,none,52,44,41
male,group D,high school,standard,none,62,70,59
male,group C,some college,standard,none,93,85,81
female,group D,some college,standard,none,48,55,56
female,group E,high school,standard,none,55,66,64
female,group C,some high school,standard,completed,80,83,90
female,group D,some high school,standard,none,62,75,76
female,group B,some high school,standard,none,60,64,65
male,group B,associate's degree,free/reduced,none,65,64,68
male,group C,some high school,standard,none,45,51,43
male,group B,bachelor's degree,standard,none,65,59,54
female,group B,associate's degree,standard,none,75,88,87
male,group C,associate's degree,standard,none,87,90,88
male,group B,master's degree,standard,none,78,71,74
male,group D,some high school,free/reduced,none,40,41,36
male,group A,bachelor's degree,standard,none,77,71,68
male,group E,bachelor's degree,standard,none,77,60,53
female,group C,bachelor's degree,standard,none,58,65,64
female,group D,some college,standard,none,70,83,80
female,group B,associate's degree,free/reduced,none,24,50,49
male,group B,associate's degree,standard,none,95,90,91
male,group B,some college,standard,none,60,57,53
male,group C,some high school,standard,none,60,52,51
male,group A,high school,standard,none,64,61,55
male,group C,some high school,standard,none,60,58,53
male,group D,some college,standard,none,76,74,70
female,group D,high school,standard,completed,85,100,100
male,group C,some high school,standard,completed,69,70,64
female,group C,bachelor's degree,free/reduced,completed,63,69,80
male,group B,some college,free/reduced,none,41,42,39
male,group D,associate's degree,free/reduced,none,89,81,80
male,group B,some college,standard,none,68,55,57
female,group D,some high school,free/reduced,none,69,85,87
male,group C,some college,standard,completed,79,68,73
female,group A,high school,standard,none,88,88,90
male,group D,some high school,free/reduced,completed,71,64,66
female,group C,associate's degree,standard,completed,58,67,74
male,group B,some college,standard,none,51,38,35
male,group D,associate's degree,free/reduced,none,69,74,63
male,group A,some college,standard,none,77,64,60
male,group A,high school,standard,completed,72,79,77
male,group B,high school,free/reduced,completed,47,51,48
female,group B,some college,standard,completed,65,73,79
female,group C,some college,standard,completed,52,62,67
female,group B,some high school,free/reduced,none,33,51,49
female,group B,associate's degree,standard,none,80,85,82
male,group D,some college,standard,none,79,76,73
male,group C,some high school,standard,none,57,62,55
female,group E,some college,standard,none,75,85,82
male,group E,some college,free/reduced,completed,68,65,69
female,group B,some high school,standard,completed,40,56,59
female,group C,associate's degree,standard,none,94,98,97
male,group B,some college,standard,completed,68,58,59
female,group C,some college,free/reduced,completed,75,91,91
male,group B,some high school,free/reduced,completed,54,65,58
male,group D,some college,standard,completed,100,97,100
male,group B,high school,standard,none,70,71,65
male,group C,some high school,standard,none,60,56,62
female,group C,high school,standard,none,60,68,67
female,group D,some college,standard,none,50,54,52
male,group E,associate's degree,standard,none,79,65,68
male,group E,associate's degree,free/reduced,none,70,68,61
female,group C,associate's degree,free/reduced,none,71,82,75
female,group E,some high school,free/reduced,none,60,67,61
female,group C,high school,free/reduced,none,45,60,57
female,group C,high school,standard,none,67,77,75
female,group C,some college,standard,none,68,78,77
female,group D,high school,free/reduced,none,71,72,83
male,group E,master's degree,standard,none,90,84,82
male,group B,associate's degree,standard,none,94,89,82
female,group A,some college,standard,none,50,69,70
male,group E,some college,standard,completed,94,84,88
male,group D,bachelor's degree,standard,none,57,55,51
male,group D,some high school,standard,completed,72,68,71
male,group D,associate's degree,free/reduced,none,70,63,57
male,group C,some college,standard,none,94,73,75
